#GeneID	tax_id	Symbol	Synonyms	chromosome	type_of_gene	description
1	9606	A1BG	A1B|ABG|GAB|HYST2477	19	glycoprotein	alpha-1-B
105377757	9606	LOC105377757	-	5	LOC105377757	uncharacterized
105377758	9606	LOC105377758	-	5	LOC105377758	uncharacterized
105377759	9606	LOC105377759	-	5	LOC105377759	uncharacterized
105377760	9606	LOC105377760	-	5	LOC105377760	uncharacterized
105377761	9606	LOC105377761	-	5	LOC105377761	uncharacterized
105377762	9606	LOC105377762	-	5	LOC105377762	uncharacterized
105377763	9606	LOC105377763	-	5	LOC105377763	uncharacterized
105377764	9606	LOC105377764	-	5	LOC105377764	uncharacterized
105377765	9606	LOC105377765	-	5	LOC105377765	uncharacterized
105377766	9606	LOC105377766	-	5	LOC105377766	uncharacterized
105377767	9606	LOC105377767	-	5	LOC105377767	uncharacterized
105377768	9606	LOC105377768	-	5	LOC105377768	uncharacterized
105377769	9606	LOC105377769	-	5	LOC105377769	uncharacterized
105377770	9606	LOC105377770	-	5	LOC105377770	uncharacterized
105377771	9606	LOC105377771	-	5	LOC105377771	uncharacterized
105377772	9606	LOC105377772	-	5	alignment-maintaining	chromosome
105377773	9606	LOC105377773	-	8	LOC105377773	uncharacterized
105377774	9606	LOC105377774	-	8	LOC105377774	uncharacterized
105377775	9606	LOC105377775	-	8	LOC105377775	uncharacterized
105377776	9606	LOC105377776	-	8	LOC105377776	uncharacterized
105377777	9606	LOC105377777	-	8	LOC105377777	uncharacterized
105377778	9606	LOC105377778	-	8	LOC105377778	uncharacterized
105377779	9606	LOC105377779	-	8	LOC105377779	uncharacterized
105377780	9606	LOC105377780	-	8	LOC105377780	uncharacterized
105377781	9606	LOC105377781	-	8	LOC105377781	uncharacterized
105377782	9606	LOC105377782	-	8	LOC105377782	uncharacterized
105377783	9606	LOC105377783	-	8	LOC105377783	uncharacterized
105377784	9606	LOC105377784	-	8	LOC105377784	uncharacterized
105377785	9606	LOC105377785	-	8	LOC105377785	uncharacterized
105377786	9606	LOC105377786	-	8	LOC105377786	uncharacterized
105377787	9606	LOC105377787	-	8	LOC105377787	uncharacterized
105377788	9606	LOC105377788	-	8	LOC105377788	uncharacterized
105377789	9606	LOC105377789	-	8	LOC105377789	uncharacterized
105377790	9606	LOC105377790	-	8	LOC105377790	uncharacterized
105377791	9606	LOC105377791	-	8	LOC105377791	uncharacterized
105377792	9606	LOC105377792	-	8	app1-like	protein
105377793	9606	LOC105377793	-	8	LOC105377793	uncharacterized
105377794	9606	LOC105377794	-	8	LOC105377794	uncharacterized
105377795	9606	LOC105377795	-	8	LOC105377795	uncharacterized
105377796	9606	LOC105377796	-	8	LOC105377796	uncharacterized
105377797	9606	LOC105377797	-	8	LOC105377797	uncharacterized
105377798	9606	LOC105377798	-	8	LOC105377798	uncharacterized
105377799	9606	LOC105377799	-	8	LOC105377799	uncharacterized
105377800	9606	LOC105377800	-	8	LOC105377800	uncharacterized
105377801	9606	LOC105377801	-	8	LOC105377801	uncharacterized
105377802	9606	LOC105377802	-	8	LOC105377802	uncharacterized
105377803	9606	LOC105377803	-	8	LOC105377803	uncharacterized
105377804	9606	LOC105377804	-	13	LOC105377804	uncharacterized
105377805	9606	LOC105377805	-	13	salivary	basic
105377806	9606	LOC105377806	-	13	LOC105377806	uncharacterized
105377807	9606	LOC105377807	-	13	LOC105377807	uncharacterized
105377808	9606	LOC105377808	-	13	neuropeptides-like	LWamide
105377809	9606	LOC105377809	-	13	LOC105377809	uncharacterized
105377810	9606	LOC105377810	-	3	LOC105377810	uncharacterized
105377811	9606	LOC105377811	-	3	LOC105377811	uncharacterized
105377812	9606	LOC105377812	-	3	LOC105377812	uncharacterized
105377813	9606	LOC105377813	-	3	retrovirus	endogenous
105377814	9606	LOC105377814	-	13	LOC105377814	uncharacterized
105377815	9606	LOC105377815	-	13	LOC105377815	uncharacterized
105377816	9606	LOC105377816	-	13	LOC105377816	uncharacterized
105377817	9606	LOC105377817	-	3	LOC105377817	uncharacterized
105377818	9606	LOC105377818	-	13	LOC105377818	uncharacterized
105377819	9606	LOC105377819	-	13	LOC105377819	uncharacterized
105377820	9606	LOC105377820	-	16	LOC105377820	uncharacterized
105377821	9606	LOC105377821	-	17	alpha-2(I)	collagen
105377822	9606	LOC105377822	-	17	LOC105377822	uncharacterized
105377823	9606	LOC105377823	-	17	LOC105377823	uncharacterized
105377824	9606	LOC105377824	-	17	LOC105377824	uncharacterized
105377825	9606	LOC105377825	-	17	protein	putative
105377826	9606	LOC105377826	-	17	LOC105377826	uncharacterized
105377827	9606	LOC105377827	-	17	receptor	scavenger
105377828	9606	LOC105377828	-	3	LOC105377828	uncharacterized
105377829	9606	LOC105377829	-	3	LOC105377829	uncharacterized
105377830	9606	LOC105377830	-	3	LOC105377830	uncharacterized
105377831	9606	LOC105377831	-	3	LOC105377831	uncharacterized
105377832	9606	LOC105377832	-	3	LOC105377832	uncharacterized
105377833	9606	LOC105377833	-	3	LOC105377833	uncharacterized
105377834	9606	LOC105377834	-	3	LOC105377834	uncharacterized
105377835	9606	LOC105377835	-	6	LOC105377835	uncharacterized
105377836	9606	LOC105377836	-	6	LOC105377836	uncharacterized
105377837	9606	LOC105377837	-	6	LOC105377837	uncharacterized
105377838	9606	LOC105377838	-	6	LOC105377838	uncharacterized
105377839	9606	LOC105377839	-	6	LOC105377839	uncharacterized
105377840	9606	LOC105377840	-	6	LOC105377840	uncharacterized
105377841	9606	LOC105377841	-	6	LOC105377841	uncharacterized
105377842	9606	LOC105377842	-	6	LOC105377842	uncharacterized
105377843	9606	LOC105377843	-	6	LOC105377843	uncharacterized
105377844	9606	LOC105377844	-	6	LOC105377844	uncharacterized
105377845	9606	LOC105377845	-	6	LOC105377845	uncharacterized
105377846	9606	LOC105377846	-	6	LOC105377846	uncharacterized
105377847	9606	LOC105377847	-	6	LOC105377847	uncharacterized
105377848	9606	LOC105377848	-	6	LOC105377848	uncharacterized
105377849	9606	LOC105377849	-	6	LOC105377849	uncharacterized
105377850	9606	LOC105377850	-	6	LOC105377850	uncharacterized
105377851	9606	LOC105377851	-	6	LOC105377851	uncharacterized
105377852	9606	LOC105377852	-	6	LOC105377852	uncharacterized
105377853	9606	LOC105377853	-	6	LOC105377853	uncharacterized
105377854	9606	LOC105377854	-	6	LOC105377854	uncharacterized
105377855	9606	LOC105377855	-	6	LOC105377855	uncharacterized
105377856	9606	LOC105377856	-	6	LOC105377856	uncharacterized
105377857	9606	LOC105377857	-	6	LOC105377857	uncharacterized
105377858	9606	LOC105377858	-	6	LOC105377858	uncharacterized
105377859	9606	LOC105377859	-	6	LOC105377859	uncharacterized
105377860	9606	LOC105377860	-	6	LOC105377860	uncharacterized
105377861	9606	LOC105377861	-	6	LOC105377861	uncharacterized
105377862	9606	LOC105377862	-	6	LOC105377862	uncharacterized
105377863	9606	LOC105377863	-	6	LOC105377863	uncharacterized
105377864	9606	LOC105377864	-	6	LOC105377864	uncharacterized
105377865	9606	LOC105377865	-	6	LOC105377865	uncharacterized
105377866	9606	LOC105377866	-	6	LOC105377866	uncharacterized
105377867	9606	LOC105377867	-	6	LOC105377867	uncharacterized
105377868	9606	LOC105377868	-	6	LOC105377868	uncharacterized
105377869	9606	LOC105377869	-	6	LOC105377869	uncharacterized
105377870	9606	LOC105377870	-	6	LOC105377870	uncharacterized
105377871	9606	LOC105377871	-	6	LOC105377871	uncharacterized
105377872	9606	LOC105377872	-	6	LOC105377872	uncharacterized
105377873	9606	LOC105377873	-	6	LOC105377873	uncharacterized
105377874	9606	LOC105377874	-	6	LOC105377874	uncharacterized
105377875	9606	LOC105377875	-	6	LOC105377875	uncharacterized
105377876	9606	LOC105377876	-	6	LOC105377876	uncharacterized
105377877	9606	LOC105377877	-	6	LOC105377877	uncharacterized
105377878	9606	LOC105377878	-	6	LOC105377878	uncharacterized
105377879	9606	LOC105377879	-	6	LOC105377879	uncharacterized
105377880	9606	LOC105377880	-	6	LOC105377880	uncharacterized
105377881	9606	LOC105377881	-	6	LOC105377881	uncharacterized
105377882	9606	LOC105377882	-	6	LOC105377882	uncharacterized
105377883	9606	LOC105377883	-	6	LOC105377883	uncharacterized
105377884	9606	LOC105377884	-	6	LOC105377884	uncharacterized
105377885	9606	LOC105377885	-	6	LOC105377885	uncharacterized
105377886	9606	LOC105377886	-	6	EDRK-rich	small
105377887	9606	LOC105377887	-	6	LOC105377887	uncharacterized
105377888	9606	LOC105377888	-	6	LOC105377888	uncharacterized
105377889	9606	LOC105377889	-	6	LOC105377889	uncharacterized
105377890	9606	LOC105377890	-	6	LOC105377890	uncharacterized
105377891	9606	LOC105377891	-	6	LOC105377891	uncharacterized
105377892	9606	LOC105377892	-	6	LOC105377892	uncharacterized
105377893	9606	LOC105377893	-	6	LOC105377893	uncharacterized
105377894	9606	LOC105377894	-	6	LOC105377894	uncharacterized
105377895	9606	LOC105377895	-	6	LOC105377895	uncharacterized
105377896	9606	LOC105377896	-	6	LOC105377896	uncharacterized
105377897	9606	LOC105377897	-	6	LOC105377897	uncharacterized
105377898	9606	LOC105377898	-	6	LOC105377898	uncharacterized
105377899	9606	LOC105377899	-	6	LOC105377899	uncharacterized
105377900	9606	LOC105377900	-	6	LOC105377900	uncharacterized
105377901	9606	LOC105377901	-	6	LOC105377901	uncharacterized
105377902	9606	LOC105377902	-	6	LOC105377902	uncharacterized
105377903	9606	LOC105377903	-	6	LOC105377903	uncharacterized
105377904	9606	LOC105377904	-	6	LOC105377904	uncharacterized
105377905	9606	LOC105377905	-	6	LOC105377905	uncharacterized
105377906	9606	LOC105377906	-	6	LOC105377906	uncharacterized
105377907	9606	LOC105377907	-	6	LOC105377907	uncharacterized
105377908	9606	LOC105377908	-	6	LOC105377908	uncharacterized
105377909	9606	LOC105377909	-	6	LOC105377909	uncharacterized
105377910	9606	LOC105377910	-	6	LOC105377910	uncharacterized
105377911	9606	LOC105377911	-	6	LOC105377911	uncharacterized
105377912	9606	LOC105377912	-	6	LOC105377912	uncharacterized
105377913	9606	LOC105377913	-	6	LOC105377913	uncharacterized
105377914	9606	LOC105377914	-	6	LOC105377914	uncharacterized
105377915	9606	LOC105377915	-	6	LOC105377915	uncharacterized
105377916	9606	LOC105377916	-	6	LOC105377916	uncharacterized
105377917	9606	LOC105377917	-	6	LOC105377917	uncharacterized
105377918	9606	LOC105377918	-	6	LOC105377918	uncharacterized
105377919	9606	LOC105377919	-	6	LOC105377919	uncharacterized
105377920	9606	LOC105377920	-	6	LOC105377920	uncharacterized
105377921	9606	LOC105377921	-	6	LOC105377921	uncharacterized
105377922	9606	LOC105377922	-	6	LOC105377922	uncharacterized
105377923	9606	LOC105377923	-	6	LOC105377923	uncharacterized
105377924	9606	LOC105377924	-	6	LOC105377924	uncharacterized
105377925	9606	LOC105377925	-	6	LOC105377925	uncharacterized
105377926	9606	LOC105377926	-	6	LOC105377926	uncharacterized
105377927	9606	LOC105377927	-	6	LOC105377927	uncharacterized
105377928	9606	LOC105377928	-	6	LOC105377928	uncharacterized
105377929	9606	LOC105377929	-	6	LOC105377929	uncharacterized
105377930	9606	LOC105377930	-	6	LOC105377930	uncharacterized
105377931	9606	LOC105377931	-	6	LOC105377931	uncharacterized
105377932	9606	LOC105377932	-	6	LOC105377932	uncharacterized
105377933	9606	LOC105377933	-	6	LOC105377933	uncharacterized
105377934	9606	LOC105377934	-	6	LOC105377934	uncharacterized
105377935	9606	LOC105377935	-	6	LOC105377935	uncharacterized
105377936	9606	LOC105377936	-	6	LOC105377936	uncharacterized
105377937	9606	LOC105377937	-	6	LOC105377937	uncharacterized
105377938	9606	LOC105377938	-	6	LOC105377938	uncharacterized
105377939	9606	LOC105377939	-	6	LOC105377939	uncharacterized
105377940	9606	LOC105377940	-	6	LOC105377940	uncharacterized
105377941	9606	LOC105377941	-	6	LOC105377941	uncharacterized
105377942	9606	LOC105377942	-	6	LOC105377942	uncharacterized
105377943	9606	LOC105377943	-	6	LOC105377943	uncharacterized
105377944	9606	LOC105377944	-	6	LOC105377944	uncharacterized
105377945	9606	LOC105377945	-	6	LOC105377945	uncharacterized
105377946	9606	LOC105377946	-	6	LOC105377946	uncharacterized
105377947	9606	LOC105377947	-	6	LOC105377947	uncharacterized
105377948	9606	LOC105377948	-	6	LOC105377948	uncharacterized
105377949	9606	LOC105377949	-	6	LOC105377949	uncharacterized
105377950	9606	LOC105377950	-	6	LOC105377950	uncharacterized
105377951	9606	LOC105377951	-	6	LOC105377951	uncharacterized
105377952	9606	LOC105377952	-	6	LOC105377952	uncharacterized
105377953	9606	LOC105377953	-	6	LOC105377953	uncharacterized
105377954	9606	LOC105377954	-	6	LOC105377954	uncharacterized
105377955	9606	LOC105377955	-	6	LOC105377955	uncharacterized
105377956	9606	LOC105377956	-	6	LOC105377956	uncharacterized
105377957	9606	LOC105377957	-	6	LOC105377957	uncharacterized
105377958	9606	LOC105377958	-	6	LOC105377958	uncharacterized
105377959	9606	LOC105377959	-	6	LOC105377959	uncharacterized
105377960	9606	LOC105377960	-	6	LOC105377960	uncharacterized
105377961	9606	LOC105377961	-	6	LOC105377961	uncharacterized
105377962	9606	LOC105377962	-	6	LOC105377962	uncharacterized
105377963	9606	LOC105377963	-	6	LOC105377963	uncharacterized
105377964	9606	LOC105377964	-	6	LOC105377964	uncharacterized
105377965	9606	LOC105377965	-	6	LOC105377965	uncharacterized
105377966	9606	LOC105377966	-	6	LOC105377966	uncharacterized
105377967	9606	LOC105377967	-	6	LOC105377967	uncharacterized
105377968	9606	LOC105377968	-	6	LOC105377968	uncharacterized
105377969	9606	LOC105377969	-	6	LOC105377969	uncharacterized
105377970	9606	LOC105377970	-	6	LOC105377970	uncharacterized
105377971	9606	LOC105377971	-	6	LOC105377971	uncharacterized
105377972	9606	LOC105377972	-	6	LOC105377972	uncharacterized
105377973	9606	LOC105377973	-	6	LOC105377973	uncharacterized
105377974	9606	LOC105377974	-	6	LOC105377974	uncharacterized
105377975	9606	LOC105377975	-	6	LOC105377975	uncharacterized
105377976	9606	LOC105377976	-	6	LOC105377976	uncharacterized
105377977	9606	LOC105377977	-	6	LOC105377977	uncharacterized
105377978	9606	LOC105377978	-	6	LOC105377978	uncharacterized
105377979	9606	LOC105377979	-	6	LOC105377979	uncharacterized
105377980	9606	LOC105377980	-	6	LOC105377980	uncharacterized
105377981	9606	LOC105377981	-	6	LOC105377981	uncharacterized
105377982	9606	LOC105377982	-	6	LOC105377982	uncharacterized
105377983	9606	LOC105377983	-	6	LOC105377983	uncharacterized
105377984	9606	LOC105377984	-	6	LOC105377984	uncharacterized
105377985	9606	LOC105377985	-	6	LOC105377985	uncharacterized
105377986	9606	LOC105377986	-	6	LOC105377986	uncharacterized
105377987	9606	LOC105377987	-	6	LOC105377987	uncharacterized
105377988	9606	LOC105377988	-	6	LOC105377988	uncharacterized
105377989	9606	LOC105377989	-	6	LOC105377989	uncharacterized
105377990	9606	LOC105377990	-	6	LOC105377990	uncharacterized
105377991	9606	LOC105377991	-	6	LOC105377991	uncharacterized
105377992	9606	LOC105377992	-	6	LOC105377992	uncharacterized
105377993	9606	LOC105377993	-	6	LOC105377993	uncharacterized
105377994	9606	LOC105377994	-	6	LOC105377994	uncharacterized
105377995	9606	LOC105377995	-	6	LOC105377995	uncharacterized
105377996	9606	LOC105377996	-	6	LOC105377996	uncharacterized
105377997	9606	LOC105377997	-	6	LOC105377997	uncharacterized
105377998	9606	LOC105377998	-	6	LOC105377998	uncharacterized
105377999	9606	LOC105377999	-	6	LOC105377999	uncharacterized
105378000	9606	LOC105378000	-	6	LOC105378000	uncharacterized
105378001	9606	LOC105378001	-	6	LOC105378001	uncharacterized
105378002	9606	LOC105378002	-	6	LOC105378002	uncharacterized
105378003	9606	LOC105378003	-	6	LOC105378003	uncharacterized
105378004	9606	LOC105378004	-	6	LOC105378004	uncharacterized
105378005	9606	LOC105378005	-	6	LOC105378005	uncharacterized
105378006	9606	LOC105378006	-	6	LOC105378006	uncharacterized
105378007	9606	LOC105378007	-	6	LOC105378007	uncharacterized
105378008	9606	LOC105378008	-	6	LOC105378008	uncharacterized
105378009	9606	LOC105378009	-	6	LOC105378009	uncharacterized
105378010	9606	LOC105378010	-	6	LOC105378010	uncharacterized
105378011	9606	LOC105378011	-	6	LOC105378011	uncharacterized
105378012	9606	LOC105378012	-	6	LOC105378012	uncharacterized
105378013	9606	LOC105378013	-	6	LOC105378013	uncharacterized
105378014	9606	LOC105378014	-	6	LOC105378014	uncharacterized
105378015	9606	LOC105378015	-	6	LOC105378015	uncharacterized
105378016	9606	LOC105378016	-	6	LOC105378016	uncharacterized
105378017	9606	LOC105378017	-	6	LOC105378017	uncharacterized
105378018	9606	LOC105378018	-	6	LOC105378018	uncharacterized
105378019	9606	LOC105378019	-	6	LOC105378019	uncharacterized
105378020	9606	LOC105378020	-	6	LOC105378020	uncharacterized
105378021	9606	LOC105378021	-	6	LOC105378021	uncharacterized
105378022	9606	LOC105378022	-	6	LOC105378022	uncharacterized
105378023	9606	LOC105378023	-	6	LOC105378023	uncharacterized
105378024	9606	LOC105378024	-	6	LOC105378024	uncharacterized
105378025	9606	LOC105378025	-	6	LOC105378025	uncharacterized
105378026	9606	LOC105378026	-	6	LOC105378026	uncharacterized
105378027	9606	LOC105378027	-	6	LOC105378027	uncharacterized
105378028	9606	LOC105378028	-	6	LOC105378028	uncharacterized
105378029	9606	LOC105378029	-	6	LOC105378029	uncharacterized
105378030	9606	LOC105378030	-	6	LOC105378030	uncharacterized
105378031	9606	LOC105378031	-	6	LOC105378031	uncharacterized
105378032	9606	LOC105378032	-	6	LOC105378032	uncharacterized
105378033	9606	LOC105378033	-	6	LOC105378033	uncharacterized
105378034	9606	LOC105378034	-	6	LOC105378034	uncharacterized
105378035	9606	LOC105378035	-	6	LOC105378035	uncharacterized
105378036	9606	LOC105378036	-	6	LOC105378036	uncharacterized
105378037	9606	LOC105378037	-	6	LOC105378037	uncharacterized
105378038	9606	LOC105378038	-	6	LOC105378038	uncharacterized
105378039	9606	LOC105378039	-	6	LOC105378039	uncharacterized
105378040	9606	LOC105378040	-	6	LOC105378040	uncharacterized
105378041	9606	LOC105378041	-	6	LOC105378041	uncharacterized
105378042	9606	LOC105378042	-	6	LOC105378042	uncharacterized
105378043	9606	LOC105378043	-	6	LOC105378043	uncharacterized
105378044	9606	LOC105378044	-	6	LOC105378044	uncharacterized
105378045	9606	LOC105378045	-	6	LOC105378045	uncharacterized
105378046	9606	LOC105378046	-	6	LOC105378046	uncharacterized
105378047	9606	LOC105378047	-	6	LOC105378047	uncharacterized
105378048	9606	LOC105378048	-	6	LOC105378048	uncharacterized
105378049	9606	LOC105378049	-	6	LOC105378049	uncharacterized
105378050	9606	LOC105378050	-	6	LOC105378050	uncharacterized
105378051	9606	LOC105378051	-	6	pseudo	multimerin-2-like
105378052	9606	LOC105378052	-	6	LOC105378052	uncharacterized
105378053	9606	LOC105378053	-	6	LOC105378053	uncharacterized
105378054	9606	LOC105378054	-	6	LOC105378054	uncharacterized
105378055	9606	LOC105378055	-	6	LOC105378055	uncharacterized
105378056	9606	LOC105378056	-	6	LOC105378056	uncharacterized
105378057	9606	LOC105378057	-	6	LOC105378057	uncharacterized
105378058	9606	LOC105378058	-	6	LOC105378058	uncharacterized
105378059	9606	LOC105378059	-	6	LOC105378059	uncharacterized
105378060	9606	LOC105378060	-	6	LOC105378060	uncharacterized
105378061	9606	LOC105378061	-	6	LOC105378061	uncharacterized
105378062	9606	LOC105378062	-	6	LOC105378062	uncharacterized
105378063	9606	LOC105378063	-	6	LOC105378063	uncharacterized
105378064	9606	LOC105378064	-	6	LOC105378064	uncharacterized
105378065	9606	LOC105378065	-	6	LOC105378065	uncharacterized
105378066	9606	LOC105378066	-	6	LOC105378066	uncharacterized
105378067	9606	LOC105378067	-	6	LOC105378067	uncharacterized
105378068	9606	LOC105378068	-	6	LOC105378068	uncharacterized
105378069	9606	LOC105378069	-	6	LOC105378069	uncharacterized
105378070	9606	LOC105378070	-	6	LOC105378070	uncharacterized
105378071	9606	LOC105378071	-	6	LOC105378071	uncharacterized
105378072	9606	LOC105378072	-	6	LOC105378072	uncharacterized
105378073	9606	LOC105378073	-	6	LOC105378073	uncharacterized
105378074	9606	LOC105378074	-	6	LOC105378074	uncharacterized
105378075	9606	LOC105378075	-	6	LOC105378075	uncharacterized
105378076	9606	LOC105378076	-	6	LOC105378076	uncharacterized
105378077	9606	LOC105378077	-	6	LOC105378077	uncharacterized
105378078	9606	LOC105378078	-	6	LOC105378078	uncharacterized
105378079	9606	LOC105378079	-	6	LOC105378079	uncharacterized
105378080	9606	LOC105378080	-	6	LOC105378080	uncharacterized
105378081	9606	LOC105378081	-	6	LOC105378081	uncharacterized
105378082	9606	LOC105378082	-	6	LOC105378082	uncharacterized
105378083	9606	LOC105378083	-	6	LOC105378083	uncharacterized
105378084	9606	LOC105378084	-	6	LOC105378084	uncharacterized
105378085	9606	LOC105378085	-	6	LOC105378085	uncharacterized
105378086	9606	LOC105378086	-	6	LOC105378086	uncharacterized
105378087	9606	LOC105378087	-	6	LOC105378087	uncharacterized
105378088	9606	LOC105378088	-	6	LOC105378088	uncharacterized
105378089	9606	LOC105378089	-	6	LOC105378089	uncharacterized
105378090	9606	LOC105378090	-	6	LOC105378090	uncharacterized
105378091	9606	LOC105378091	-	6	LOC105378091	uncharacterized
105378092	9606	LOC105378092	-	6	LOC105378092	uncharacterized
105378093	9606	LOC105378093	-	6	LOC105378093	uncharacterized
105378094	9606	LOC105378094	-	6	LOC105378094	uncharacterized
105378095	9606	LOC105378095	-	6	LOC105378095	uncharacterized
105378096	9606	LOC105378096	-	6	LOC105378096	uncharacterized
105378097	9606	LOC105378097	-	6	LOC105378097	uncharacterized
105378098	9606	LOC105378098	-	6	LOC105378098	uncharacterized
105378099	9606	LOC105378099	-	6	LOC105378099	uncharacterized
105378100	9606	LOC105378100	-	6	LOC105378100	uncharacterized
105378101	9606	LOC105378101	-	6	proline-rich	basic
105378102	9606	LOC105378102	-	6	LOC105378102	uncharacterized
105378103	9606	LOC105378103	-	6	LOC105378103	uncharacterized
105378104	9606	LOC105378104	-	6	LOC105378104	uncharacterized
105378105	9606	LOC105378105	-	6	LOC105378105	uncharacterized
105378106	9606	LOC105378106	-	6	LOC105378106	uncharacterized
105378107	9606	LOC105378107	-	6	LOC105378107	uncharacterized
105378108	9606	LOC105378108	-	6	LOC105378108	uncharacterized
105378109	9606	LOC105378109	-	6	LOC105378109	uncharacterized
105378110	9606	LOC105378110	-	6	LOC105378110	uncharacterized
105378111	9606	LOC105378111	-	6	LOC105378111	uncharacterized
105378112	9606	LOC105378112	-	6	LOC105378112	uncharacterized
105378113	9606	LOC105378113	-	6	LOC105378113	uncharacterized
105378114	9606	LOC105378114	-	6	LOC105378114	uncharacterized
105378115	9606	LOC105378115	-	6	LOC105378115	uncharacterized
105378116	9606	LOC105378116	-	6	LOC105378116	uncharacterized
105378117	9606	LOC105378117	-	6	LOC105378117	uncharacterized
105378118	9606	LOC105378118	-	6	LOC105378118	uncharacterized
105378119	9606	LOC105378119	-	6	GVQW1-like	protein
105378120	9606	LOC105378120	-	6	LOC105378120	uncharacterized
105378121	9606	LOC105378121	-	6	LOC105378121	uncharacterized
105378122	9606	LOC105378122	-	6	LOC105378122	uncharacterized
105378123	9606	LOC105378123	-	6	LOC105378123	uncharacterized
105378124	9606	LOC105378124	-	6	LOC105378124	uncharacterized
105378125	9606	LOC105378125	-	6	LOC105378125	uncharacterized
105378126	9606	LOC105378126	-	6	LOC105378126	uncharacterized
105378127	9606	LOC105378127	-	6	LOC105378127	uncharacterized
105378128	9606	LOC105378128	-	6	LOC105378128	uncharacterized
105378129	9606	LOC105378129	-	6	LOC105378129	uncharacterized
105378130	9606	LOC105378130	-	6	LOC105378130	uncharacterized
105378131	9606	LOC105378131	-	6	LOC105378131	uncharacterized
105378132	9606	LOC105378132	-	6	LOC105378132	uncharacterized
105378133	9606	LOC105378133	-	6	LOC105378133	uncharacterized
105378134	9606	LOC105378134	-	6	LOC105378134	uncharacterized
105378135	9606	LOC105378135	-	6	LOC105378135	uncharacterized
105378136	9606	LOC105378136	-	6	LOC105378136	uncharacterized
105378137	9606	LOC105378137	-	6	LOC105378137	uncharacterized
105378138	9606	LOC105378138	-	6	LOC105378138	uncharacterized
105378139	9606	LOC105378139	-	6	LOC105378139	uncharacterized
105378140	9606	LOC105378140	-	6	LOC105378140	uncharacterized
105378141	9606	LOC105378141	-	6	LOC105378141	uncharacterized
105378142	9606	LOC105378142	-	6	LOC105378142	uncharacterized
105378143	9606	LOC105378143	-	6	LOC105378143	uncharacterized
105378144	9606	LOC105378144	-	6	LOC105378144	uncharacterized
105378145	9606	LOC105378145	-	6	LOC105378145	uncharacterized
105378146	9606	LOC105378146	-	6	LOC105378146	uncharacterized
105378147	9606	LOC105378147	-	6	LOC105378147	uncharacterized
105378148	9606	LOC105378148	-	6	LOC105378148	uncharacterized
105378149	9606	LOC105378149	-	6	LOC105378149	uncharacterized
105378150	9606	LOC105378150	-	6	LOC105378150	uncharacterized
105378151	9606	LOC105378151	-	6	LOC105378151	uncharacterized
105378152	9606	LOC105378152	-	6	LOC105378152	uncharacterized
105378153	9606	LOC105378153	-	6	LOC105378153	uncharacterized
105378154	9606	LOC105378154	-	6	LOC105378154	uncharacterized
105378155	9606	LOC105378155	-	6	LOC105378155	uncharacterized
105378156	9606	LOC105378156	-	6	LOC105378156	uncharacterized
105378157	9606	LOC105378157	-	6	LOC105378157	uncharacterized
105378158	9606	LOC105378158	-	6	proline-rich	basic
105378159	9606	LOC105378159	-	6	LOC105378159	uncharacterized
105378160	9606	LOC105378160	-	6	protein	centromere
105378161	9606	LOC105378161	-	6	LOC105378161	uncharacterized
105378162	9606	LOC105378162	-	3	LOC105378162	uncharacterized
105378163	9606	LOC105378163	-	3	LOC105378163	uncharacterized
105378164	9606	LOC105378164	-	3	LOC105378164	uncharacterized
105378165	9606	LOC105378165	-	3	LOC105378165	uncharacterized
105378166	9606	LOC105378166	-	3	LOC105378166	uncharacterized
105378167	9606	LOC105378167	-	3	cell	vegetative
105378168	9606	LOC105378168	-	3	protein-coding	mucin-5AC-like
105378169	9606	LOC105378169	-	4	LOC105378169	uncharacterized
105378170	9606	LOC105378170	-	4	LOC105378170	uncharacterized
105378171	9606	LOC105378171	-	14	LOC105378171	uncharacterized
105378172	9606	LOC105378172	-	14	LOC105378172	uncharacterized
105378173	9606	LOC105378173	-	14	LOC105378173	uncharacterized
105378174	9606	LOC105378174	-	14	LOC105378174	uncharacterized
105378175	9606	LOC105378175	-	14	LOC105378175	uncharacterized
105378176	9606	LOC105378176	-	14	receptor-like	proline-rich
105378177	9606	LOC105378177	-	14	LOC105378177	uncharacterized
105378178	9606	LOC105378178	-	14	LOC105378178	uncharacterized
105378179	9606	LOC105378179	-	14	LOC105378179	uncharacterized
105378180	9606	LOC105378180	-	14	LOC105378180	uncharacterized
105378181	9606	LOC105378181	-	14	LOC105378181	uncharacterized
105378182	9606	LOC105378182	-	14	LOC105378182	uncharacterized
105378183	9606	LOC105378183	-	14	LOC105378183	uncharacterized
105378184	9606	LOC105378184	-	14	LOC105378184	uncharacterized
105378185	9606	LOC105378185	-	14	LOC105378185	uncharacterized
105378186	9606	LOC105378186	-	14	LOC105378186	uncharacterized
105378187	9606	LOC105378187	-	14	LOC105378187	uncharacterized
105378188	9606	LOC105378188	-	14	LOC105378188	uncharacterized
105378189	9606	LOC105378189	-	14	LOC105378189	uncharacterized
105378190	9606	LOC105378190	-	14	LOC105378190	uncharacterized
105378191	9606	LOC105378191	-	14	LOC105378191	uncharacterized
105378192	9606	LOC105378192	-	13	LOC105378192	uncharacterized
